Entity,Code,Year,Solar (TWh – sub method)
Cyprus,CYP,2017,0.43
Cyprus,CYP,2018,0.477
Cyprus,CYP,2019,0.54
Cyprus,CYP,2020,0.802
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0
Czechia,CZE,2005,0
Czechia,CZE,2006,0
Czechia,CZE,2007,0.005
Czechia,CZE,2008,0.034
Czechia,CZE,2009,0.233
Czechia,CZE,2010,1.605
Czechia,CZE,2011,5.489
Czechia,CZE,2012,5.597
Czechia,CZE,2013,5.3
Czechia,CZE,2014,5.403
Czechia,CZE,2015,5.727
Czechia,CZE,2016,5.359
Czechia,CZE,2017,5.483
Czechia,CZE,2018,5.815
Czechia,CZE,2019,5.66
Czechia,CZE,2020,5.509
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0
Denmark,DNK,1997,0.001
Denmark,DNK,1998,0.001
Denmark,DNK,1999,0.002
Denmark,DNK,2000,0.003
Denmark,DNK,2001,0.003
Denmark,DNK,2002,0.004
Denmark,DNK,2003,0.004
Denmark,DNK,2004,0.005
Denmark,DNK,2005,0.006
Denmark,DNK,2006,0.006
Denmark,DNK,2007,0.007
Denmark,DNK,2008,0.007
Denmark,DNK,2009,0.01
Denmark,DNK,2010,0.016
Denmark,DNK,2011,0.039
Denmark,DNK,2012,0.268
Denmark,DNK,2013,1.325
Denmark,DNK,2014,1.516
Denmark,DNK,2015,1.529
Denmark,DNK,2016,1.87
Denmark,DNK,2017,1.879
Denmark,DNK,2018,2.369
Denmark,DNK,2019,2.385
Denmark,DNK,2020,2.914
Eastern Africa,,1965,0
Eastern Africa,,1966,0
Eastern Africa,,1967,0
Eastern Africa,,1968,0
Eastern Africa,,1969,0
Eastern Africa,,1970,0
Eastern Africa,,1971,0
Eastern Africa,,1972,0
Eastern Africa,,1973,0
Eastern Africa,,1974,0
Eastern Africa,,1975,0
Eastern Africa,,1976,0
Eastern Africa,,1977,0
Eastern Africa,,1978,0
Eastern Africa,,1979,0
Eastern Africa,,1980,0
Eastern Africa,,1981,0
Eastern Africa,,1982,0
Eastern Africa,,1983,0
Eastern Africa,,1984,0
Eastern Africa,,1985,0
Eastern Africa,,1986,0
Eastern Africa,,1987,0
Eastern Africa,,1988,0
Eastern Africa,,1989,0
Eastern Africa,,1990,0
Eastern Africa,,1991,0
Eastern Africa,,1992,0
Eastern Africa,,1993,0
Eastern Africa,,1994,0
Eastern Africa,,1995,0
Eastern Africa,,1996,0
Eastern Africa,,1997,0
Eastern Africa,,1998,0
Eastern Africa,,1999,0
Eastern Africa,,2000,0
Eastern Africa,,2001,0
Eastern Africa,,2002,0.001
Eastern Africa,,2003,0.001
Eastern Africa,,2004,0.001
Eastern Africa,,2005,0.003
Eastern Africa,,2006,0.013
Eastern Africa,,2007,0.025
Eastern Africa,,2008,0.047
Eastern Africa,,2009,0.083
Eastern Africa,,2010,0.247
Eastern Africa,,2011,0.452
Eastern Africa,,2012,0.63
Eastern Africa,,2013,0.775
Eastern Africa,,2014,0.968
Eastern Africa,,2015,1.103
Eastern Africa,,2016,1.255
Eastern Africa,,2017,1.431
Eastern Africa,,2018,1.692
Eastern Africa,,2019,1.911
Eastern Africa,,2020,2.025
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0.001
Ecuador,ECU,2013,0.009
Ecuador,ECU,2014,0.042
Ecuador,ECU,2015,0.091
Ecuador,ECU,2016,0.097
Ecuador,ECU,2017,0.094
Ecuador,ECU,2018,0.095
Ecuador,ECU,2019,0.412
Ecuador,ECU,2020,0.411
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.001
Egypt,EGY,2001,0.002
Egypt,EGY,2002,0.003
Egypt,EGY,2003,0.003
Egypt,EGY,2004,0.003
Egypt,EGY,2005,0.003
Egypt,EGY,2006,0.003
Egypt,EGY,2007,0.003
Egypt,EGY,2008,0.004
Egypt,EGY,2009,0.006
Egypt,EGY,2010,0.066
Egypt,EGY,2011,0.634
Egypt,EGY,2012,1.299
Egypt,EGY,2013,0.065
Egypt,EGY,2014,0.355
Egypt,EGY,2015,0.106
Egypt,EGY,2016,0.587
Egypt,EGY,2017,1.506
Egypt,EGY,2018,1.374
Egypt,EGY,2019,4.746
Egypt,EGY,2020,7.176
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0
Estonia,EST,2010,0
Estonia,EST,2011,0.001
Estonia,EST,2012,0.001
Estonia,EST,2013,0.004
Estonia,EST,2014,0.008
Estonia,EST,2015,0.015
Estonia,EST,2016,0.024
Estonia,EST,2017,0.036
Estonia,EST,2018,0.077
Estonia,EST,2019,0.288
Estonia,EST,2020,0.31
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.003
Europe,,1985,0.003
Europe,,1986,0.003
Europe,,1987,0
Europe,,1988,0.003
Europe,,1989,0.025
Europe,,1990,0.035
Europe,,1991,0.043
Europe,,1992,0.075
Europe,,1993,0.09
Europe,,1994,0.105
Europe,,1995,0.13
Europe,,1996,0.149
Europe,,1997,0.178
Europe,,1998,0.242
Europe,,1999,0.253
Europe,,2000,0.374
Europe,,2001,0.47
Europe,,2002,0.759
Europe,,2003,1.277
Europe,,2004,2.033
Europe,,2005,3.998
Europe,,2006,6.747
Europe,,2007,10.135
Europe,,2008,19.801
Europe,,2009,37.234
Europe,,2010,60.656
Europe,,2011,121.057
Europe,,2012,185.12
Europe,,2013,222.575
Europe,,2014,251.528
Europe,,2015,277.742
Europe,,2016,286.261
Europe,,2017,310.657
Europe,,2018,344.345
Europe,,2019,378.252
Europe,,2020,441.254
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.025
European Union (27),,1990,0.032
European Union (27),,1991,0.038
European Union (27),,1992,0.067
European Union (27),,1993,0.079
European Union (27),,1994,0.091
European Union (27),,1995,0.113
European Union (27),,1996,0.13
European Union (27),,1997,0.158
European Union (27),,1998,0.22
European Union (27),,1999,0.223
European Union (27),,2000,0.325
European Union (27),,2001,0.413
European Union (27),,2002,0.694
European Union (27),,2003,1.202
European Union (27),,2004,1.956
European Union (27),,2005,3.902
European Union (27),,2006,6.633
European Union (27),,2007,10
European Union (27),,2008,19.636
European Union (27),,2009,37.014
European Union (27),,2010,60.266
European Union (27),,2011,119.853
European Union (27),,2012,179.923
European Union (27),,2013,214.562
European Union (27),,2014,237.774
European Union (27),,2015,253.946
European Union (27),,2016,252.605
European Union (27),,2017,268.418
European Union (27),,2018,285.366
European Union (27),,2019,310.145
European Union (27),,2020,360.546
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.001
Finland,FIN,1991,0.001
Finland,FIN,1992,0.002
Finland,FIN,1993,0.002
Finland,FIN,1994,0.002
Finland,FIN,1995,0.002
Finland,FIN,1996,0.003
Finland,FIN,1997,0.003
Finland,FIN,1998,0.004
Finland,FIN,1999,0.004
Finland,FIN,2000,0.004
Finland,FIN,2001,0.005
Finland,FIN,2002,0.005
Finland,FIN,2003,0.006
Finland,FIN,2004,0.007
Finland,FIN,2005,0.007
Finland,FIN,2006,0.009
Finland,FIN,2007,0.01
Finland,FIN,2008,0.01
Finland,FIN,2009,0.011
Finland,FIN,2010,0.012
Finland,FIN,2011,0.014
Finland,FIN,2012,0.015
Finland,FIN,2013,0.017
Finland,FIN,2014,0.02
Finland,FIN,2015,0.028
Finland,FIN,2016,0.056
Finland,FIN,2017,0.124
Finland,FIN,2018,0.226
Finland,FIN,2019,0.368
Finland,FIN,2020,0.638
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.004
France,FRA,1993,0.005
France,FRA,1994,0.005
France,FRA,1995,0.006
France,FRA,1996,0.007
France,FRA,1997,0.009
France,FRA,1998,0.011
France,FRA,1999,0.013
France,FRA,2000,0.015
France,FRA,2001,0.017
France,FRA,2002,0.019
France,FRA,2003,0.021
France,FRA,2004,0.023
France,FRA,2005,0.028
France,FRA,2006,0.032
France,FRA,2007,0.048
France,FRA,2008,0.111
France,FRA,2009,0.456
France,FRA,2010,1.617
France,FRA,2011,5.385
France,FRA,2012,10.344
France,FRA,2013,12.123
France,FRA,2014,15.048
France,FRA,2015,18.374
France,FRA,2016,20.533
France,FRA,2017,22.757
France,FRA,2018,25.877
France,FRA,2019,29.089
France,FRA,2020,32.257
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.003
Germany,DEU,1991,0.003
Germany,DEU,1992,0.011
Germany,DEU,1993,0.008
Germany,DEU,1994,0.019
Germany,DEU,1995,0.019
Germany,DEU,1996,0.033
Germany,DEU,1997,0.05
Germany,DEU,1998,0.097
Germany,DEU,1999,0.083
Germany,DEU,2000,0.167
Germany,DEU,2001,0.21
Germany,DEU,2002,0.444
Germany,DEU,2003,0.853
Germany,DEU,2004,1.508
Germany,DEU,2005,3.448
Germany,DEU,2006,5.934
Germany,DEU,2007,8.168
Germany,DEU,2008,11.668
Germany,DEU,2009,17.27
Germany,DEU,2010,30.582
Germany,DEU,2011,50.79
Germany,DEU,2012,67.949
Germany,DEU,2013,79.393
Germany,DEU,2014,91.759
Germany,DEU,2015,97.968
Germany,DEU,2016,95.809
Germany,DEU,2017,98.503
Germany,DEU,2018,113.791
Germany,DEU,2019,114.877
Germany,DEU,2020,124.836
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.003
Greece,GRC,2005,0.003
Greece,GRC,2006,0.003
Greece,GRC,2007,0.003
Greece,GRC,2008,0.013
Greece,GRC,2009,0.131
Greece,GRC,2010,0.412
Greece,GRC,2011,1.581
Greece,GRC,2012,4.363
Greece,GRC,2013,9.34
Greece,GRC,2014,9.65
Greece,GRC,2015,9.866
Greece,GRC,2016,9.883
Greece,GRC,2017,9.979
Greece,GRC,2018,9.421
Greece,GRC,2019,10.966
Greece,GRC,2020,12.02
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.001
Hong Kong,HKG,2011,0.002
Hong Kong,HKG,2012,0.002
Hong Kong,HKG,2013,0.003
Hong Kong,HKG,2014,0.003
Hong Kong,HKG,2015,0.003
Hong Kong,HKG,2016,0.002
Hong Kong,HKG,2017,0.002
Hong Kong,HKG,2018,0.003
Hong Kong,HKG,2019,0.003
Hong Kong,HKG,2020,0.003
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.003
Hungary,HUN,2009,0.003
Hungary,HUN,2010,0.003
Hungary,HUN,2011,0.003
Hungary,HUN,2012,0.021
Hungary,HUN,2013,0.064
Hungary,HUN,2014,0.171
Hungary,HUN,2015,0.357
Hungary,HUN,2016,0.614
Hungary,HUN,2017,0.873
Hungary,HUN,2018,1.563
Hungary,HUN,2019,3.707
Hungary,HUN,2020,5.85
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Iceland,ISL,2020,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.003
India,IND,1996,0.017
India,IND,1997,0.017
India,IND,1998,0.017
India,IND,1999,0.017
India,IND,2000,0.02
India,IND,2001,0.031
India,IND,2002,0.036
India,IND,2003,0.044
India,IND,2004,0.049
India,IND,2005,0.049
India,IND,2006,0.019
India,IND,2007,0.157
India,IND,2008,0.166
India,IND,2009,0.197
India,IND,2010,0.295
India,IND,2011,2.143
India,IND,2012,5.407
India,IND,2013,8.789
India,IND,2014,12.493
India,IND,2015,16.611
India,IND,2016,29.061
India,IND,2017,53.861
India,IND,2018,90.297
India,IND,2019,114.569
India,IND,2020,144.779
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0
Indonesia,IDN,2009,0
Indonesia,IDN,2010,0.001
Indonesia,IDN,2011,0.002
Indonesia,IDN,2012,0.008
Indonesia,IDN,2013,0.014
Indonesia,IDN,2014,0.017
Indonesia,IDN,2015,0.013
Indonesia,IDN,2016,0.053
Indonesia,IDN,2017,0.073
Indonesia,IDN,2018,0.05
Indonesia,IDN,2019,0.134
Indonesia,IDN,2020,1.166
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0
Iran,IRN,2007,0
Iran,IRN,2008,0.001
Iran,IRN,2009,0.001
Iran,IRN,2010,0.002
Iran,IRN,2011,0.002
Iran,IRN,2012,0.002
Iran,IRN,2013,0.002
Iran,IRN,2014,0.002
Iran,IRN,2015,0.004
Iran,IRN,2016,0.013
Iran,IRN,2017,0.215
Iran,IRN,2018,0.551
Iran,IRN,2019,0.704
Iran,IRN,2020,0.791
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
