Entity,Code,Year,Gas per capita (kWh)
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Czechia,CZE,1965,437.299
Czechia,CZE,1966,457.206
Czechia,CZE,1967,549.424
Czechia,CZE,1968,678.15
Czechia,CZE,1969,743.882
Czechia,CZE,1970,816.131
Czechia,CZE,1971,1010.947
Czechia,CZE,1972,1092.953
Czechia,CZE,1973,1193.674
Czechia,CZE,1974,1446.474
Czechia,CZE,1975,1645.688
Czechia,CZE,1976,1805.341
Czechia,CZE,1977,2038.386
Czechia,CZE,1978,2270.214
Czechia,CZE,1979,2534.504
Czechia,CZE,1980,2909.559
Czechia,CZE,1981,2914.231
Czechia,CZE,1982,3087.02
Czechia,CZE,1983,3625.789
Czechia,CZE,1984,3864.396
Czechia,CZE,1985,4749.091
Czechia,CZE,1986,5020.295
Czechia,CZE,1987,5476.272
Czechia,CZE,1988,5509.313
Czechia,CZE,1989,5682.905
Czechia,CZE,1990,5901.898
Czechia,CZE,1991,5691.783
Czechia,CZE,1992,6515.06
Czechia,CZE,1993,6654.488
Czechia,CZE,1994,6498.411
Czechia,CZE,1995,7356.045
Czechia,CZE,1996,8471.933
Czechia,CZE,1997,8626.991
Czechia,CZE,1998,8658.162
Czechia,CZE,1999,8718.906
Czechia,CZE,2000,8477.369
Czechia,CZE,2001,9094.918
Czechia,CZE,2002,8805.135
Czechia,CZE,2003,8907.477
Czechia,CZE,2004,8845.531
Czechia,CZE,2005,8733.635
Czechia,CZE,2006,8575.218
Czechia,CZE,2007,8127.954
Czechia,CZE,2008,8002.511
Czechia,CZE,2009,7545.041
Czechia,CZE,2010,8907.009
Czechia,CZE,2011,7494.485
Czechia,CZE,2012,7535.61
Czechia,CZE,2013,7631.096
Czechia,CZE,2014,6788.533
Czechia,CZE,2015,7111.762
Czechia,CZE,2016,7684.418
Czechia,CZE,2017,7870.272
Czechia,CZE,2018,7484.597
Czechia,CZE,2019,7788.185
Czechia,CZE,2020,7902.135
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,28.508
Denmark,DNK,1984,230.261
Denmark,DNK,1985,1312.745
Denmark,DNK,1986,2339.93
Denmark,DNK,1987,2968.224
Denmark,DNK,1988,3616.486
Denmark,DNK,1989,3848.65
Denmark,DNK,1990,4094.07
Denmark,DNK,1991,4713.148
Denmark,DNK,1992,4939.664
Denmark,DNK,1993,5530.486
Denmark,DNK,1994,6155.443
Denmark,DNK,1995,7098.471
Denmark,DNK,1996,8326.578
Denmark,DNK,1997,8662.644
Denmark,DNK,1998,9300.847
Denmark,DNK,1999,9713.631
Denmark,DNK,2000,9552.061
Denmark,DNK,2001,9950.415
Denmark,DNK,2002,10016.754
Denmark,DNK,2003,10100.157
Denmark,DNK,2004,10022.728
Denmark,DNK,2005,9592.123
Denmark,DNK,2006,9731.833
Denmark,DNK,2007,8681.964
Denmark,DNK,2008,8679.242
Denmark,DNK,2009,8292.569
Denmark,DNK,2010,9332.356
Denmark,DNK,2011,7786.824
Denmark,DNK,2012,7236.425
Denmark,DNK,2013,6792.626
Denmark,DNK,2014,5807.425
Denmark,DNK,2015,5817.249
Denmark,DNK,2016,5892.229
Denmark,DNK,2017,5610.713
Denmark,DNK,2018,5425.795
Denmark,DNK,2019,5020.516
Denmark,DNK,2020,4012.228
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,114.971
Ecuador,ECU,1971,111.694
Ecuador,ECU,1972,157.373
Ecuador,ECU,1973,87.908
Ecuador,ECU,1974,170.947
Ecuador,ECU,1975,207.847
Ecuador,ECU,1976,184.455
Ecuador,ECU,1977,114.982
Ecuador,ECU,1978,115.037
Ecuador,ECU,1979,80.68
Ecuador,ECU,1980,61.14
Ecuador,ECU,1981,96.472
Ecuador,ECU,1982,121.702
Ecuador,ECU,1983,146.983
Ecuador,ECU,1984,206.47
Ecuador,ECU,1985,205.248
Ecuador,ECU,1986,198.997
Ecuador,ECU,1987,180.758
Ecuador,ECU,1988,206.24
Ecuador,ECU,1989,159.461
Ecuador,ECU,1990,255.769
Ecuador,ECU,1991,306.507
Ecuador,ECU,1992,300.623
Ecuador,ECU,1993,338.456
Ecuador,ECU,1994,298.844
Ecuador,ECU,1995,282.242
Ecuador,ECU,1996,293.156
Ecuador,ECU,1997,261.765
Ecuador,ECU,1998,261.232
Ecuador,ECU,1999,241.16
Ecuador,ECU,2000,257.708
Ecuador,ECU,2001,257.551
Ecuador,ECU,2002,100.75
Ecuador,ECU,2003,172.843
Ecuador,ECU,2004,395.613
Ecuador,ECU,2005,399.448
Ecuador,ECU,2006,429.21
Ecuador,ECU,2007,382.492
Ecuador,ECU,2008,343.149
Ecuador,ECU,2009,397.897
Ecuador,ECU,2010,412.296
Ecuador,ECU,2011,367.857
Ecuador,ECU,2012,484.015
Ecuador,ECU,2013,541.896
Ecuador,ECU,2014,546.992
Ecuador,ECU,2015,506.435
Ecuador,ECU,2016,537.447
Ecuador,ECU,2017,490.45
Ecuador,ECU,2018,413.966
Ecuador,ECU,2019,363.799
Ecuador,ECU,2020,309.366
Egypt,EGY,1965,15.497
Egypt,EGY,1966,17.255
Egypt,EGY,1967,16.814
Egypt,EGY,1968,16.392
Egypt,EGY,1969,20.276
Egypt,EGY,1970,23.704
Egypt,EGY,1971,23.169
Egypt,EGY,1972,18.929
Egypt,EGY,1973,14.869
Egypt,EGY,1974,15.315
Egypt,EGY,1975,12.484
Egypt,EGY,1976,92.776
Egypt,EGY,1977,109.783
Egypt,EGY,1978,172.559
Egypt,EGY,1979,255.043
Egypt,EGY,1980,484.483
Egypt,EGY,1981,528.941
Egypt,EGY,1982,564.321
Egypt,EGY,1983,644.712
Egypt,EGY,1984,806.621
Egypt,EGY,1985,963.307
Egypt,EGY,1986,1080.385
Egypt,EGY,1987,1162.59
Egypt,EGY,1988,1247.303
Egypt,EGY,1989,1359.725
Egypt,EGY,1990,1383.71
Egypt,EGY,1991,1521.911
Egypt,EGY,1992,1611.091
Egypt,EGY,1993,1814.715
Egypt,EGY,1994,1890.475
Egypt,EGY,1995,1945.568
Egypt,EGY,1996,1967.325
Egypt,EGY,1997,1987.527
Egypt,EGY,1998,1991.875
Egypt,EGY,1999,2337.98
Egypt,EGY,2000,2796.684
Egypt,EGY,2001,3361.422
Egypt,EGY,2002,3568.057
Egypt,EGY,2003,3925.278
Egypt,EGY,2004,4113.58
Egypt,EGY,2005,4027.222
Egypt,EGY,2006,4570.001
Egypt,EGY,2007,4719.484
Egypt,EGY,2008,4936.02
Egypt,EGY,2009,5046.514
Egypt,EGY,2010,5246.225
Egypt,EGY,2011,5650.031
Egypt,EGY,2012,5859.275
Egypt,EGY,2013,5599.413
Egypt,EGY,2014,5111.303
Egypt,EGY,2015,4978.098
Egypt,EGY,2016,5225.588
Egypt,EGY,2017,5799.739
Egypt,EGY,2018,6054.915
Egypt,EGY,2019,5871.756
Egypt,EGY,2020,5648.555
Estonia,EST,1985,6887.945
Estonia,EST,1986,6204.528
Estonia,EST,1987,6656.326
Estonia,EST,1988,7109.282
Estonia,EST,1989,7083.167
Estonia,EST,1990,9081.807
Estonia,EST,1991,9219.466
Estonia,EST,1992,5487.373
Estonia,EST,1993,2779.796
Estonia,EST,1994,4077.136
Estonia,EST,1995,4727.413
Estonia,EST,1996,5269.655
Estonia,EST,1997,5149.762
Estonia,EST,1998,4899.211
Estonia,EST,1999,4771.037
Estonia,EST,2000,5502.963
Estonia,EST,2001,5936.822
Estonia,EST,2002,5010.718
Estonia,EST,2003,5760.604
Estonia,EST,2004,6606.193
Estonia,EST,2005,6860.368
Estonia,EST,2006,6965.278
Estonia,EST,2007,6950.117
Estonia,EST,2008,6686.984
Estonia,EST,2009,4570.82
Estonia,EST,2010,4911.036
Estonia,EST,2011,4408.564
Estonia,EST,2012,4793.82
Estonia,EST,2013,4892.473
Estonia,EST,2014,3848.369
Estonia,EST,2015,3452.368
Estonia,EST,2016,3783.31
Estonia,EST,2017,3705.349
Estonia,EST,2018,3782.242
Estonia,EST,2019,3515.68
Estonia,EST,2020,3231.341
Europe,,1965,596.737
Europe,,1966,670.356
Europe,,1967,797.538
Europe,,1968,1026.447
Europe,,1969,1315.485
Europe,,1970,1650.695
Europe,,1971,2019.957
Europe,,1972,2443.871
Europe,,1973,2760.646
Europe,,1974,3108.53
Europe,,1975,3318.742
Europe,,1976,3589.127
Europe,,1977,3739.78
Europe,,1978,3871.393
Europe,,1979,4068.398
Europe,,1980,4045.847
Europe,,1981,3989.135
Europe,,1982,3897.435
Europe,,1983,4036.987
Europe,,1984,4212.247
Europe,,1985,5684.784
Europe,,1986,5806.656
Europe,,1987,6038.743
Europe,,1988,6067.185
Europe,,1989,6213.374
Europe,,1990,6688.945
Europe,,1991,6754.037
Europe,,1992,6369.315
Europe,,1993,6390.053
Europe,,1994,6198.357
Europe,,1995,6543.913
Europe,,1996,7250.027
Europe,,1997,7086.612
Europe,,1998,7194.192
Europe,,1999,7485.042
Europe,,2000,7687.422
Europe,,2001,7835.868
Europe,,2002,7854.789
Europe,,2003,8200.515
Europe,,2004,8387.252
Europe,,2005,8592.858
Europe,,2006,8513.82
Europe,,2007,8422.371
Europe,,2008,8521.49
Europe,,2009,7845.891
Europe,,2010,8446.424
Europe,,2011,7854.333
Europe,,2012,7641.163
Europe,,2013,7474.659
Europe,,2014,6729.798
Europe,,2015,6842.047
Europe,,2016,7209.679
Europe,,2017,7484.674
Europe,,2018,7334.385
Europe,,2019,7395.621
Europe,,2020,7225.779
European Union (27),,1965,986.585
European Union (27),,1966,1111.171
European Union (27),,1967,1311.581
European Union (27),,1968,1652.532
European Union (27),,1969,2063.222
European Union (27),,1970,2482.65
European Union (27),,1971,2920.902
European Union (27),,1972,3434.045
European Union (27),,1973,3916.969
European Union (27),,1974,4360.279
European Union (27),,1975,4673.087
European Union (27),,1976,5078.748
European Union (27),,1977,5264.609
European Union (27),,1978,5441.513
European Union (27),,1979,5668.168
European Union (27),,1980,5624.49
European Union (27),,1981,5515.507
European Union (27),,1982,5351.238
European Union (27),,1983,5538.204
European Union (27),,1984,5807.798
European Union (27),,1985,6074.426
European Union (27),,1986,6144.628
European Union (27),,1987,6448.848
European Union (27),,1988,6423.64
European Union (27),,1989,6630.53
European Union (27),,1990,6943.747
European Union (27),,1991,7087.703
European Union (27),,1992,6833.997
European Union (27),,1993,6952.953
European Union (27),,1994,6851.932
European Union (27),,1995,7409.29
European Union (27),,1996,8039.904
European Union (27),,1997,7819.898
European Union (27),,1998,8031.344
European Union (27),,1999,8225.793
European Union (27),,2000,8407.571
European Union (27),,2001,8676.454
European Union (27),,2002,8709.302
European Union (27),,2003,9144.436
European Union (27),,2004,9354.864
European Union (27),,2005,9642.424
European Union (27),,2006,9583.334
European Union (27),,2007,9401.036
European Union (27),,2008,9566.913
European Union (27),,2009,8968.366
European Union (27),,2010,9622.025
European Union (27),,2011,8838.092
European Union (27),,2012,8668.639
European Union (27),,2013,8482.764
European Union (27),,2014,7495.695
European Union (27),,2015,7831.878
European Union (27),,2016,8304.599
European Union (27),,2017,8675.969
European Union (27),,2018,8504.523
European Union (27),,2019,8791.679
European Union (27),,2020,8533.152
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,945.872
Finland,FIN,1975,1558.679
Finland,FIN,1976,1820.354
Finland,FIN,1977,1846.458
Finland,FIN,1978,2005.638
Finland,FIN,1979,1993.036
Finland,FIN,1980,1868.233
Finland,FIN,1981,1479.906
Finland,FIN,1982,1390.527
Finland,FIN,1983,1341.023
Finland,FIN,1984,1527.717
Finland,FIN,1985,1929.371
Finland,FIN,1986,2326.863
Finland,FIN,1987,3067.348
Finland,FIN,1988,3289.598
Finland,FIN,1989,4299.68
Finland,FIN,1990,5045.819
Finland,FIN,1991,5293.746
Finland,FIN,1992,5468.863
Finland,FIN,1993,5621.303
Finland,FIN,1994,6174.116
Finland,FIN,1995,6384.05
Finland,FIN,1996,6655.553
Finland,FIN,1997,6529.514
Finland,FIN,1998,7462.172
Finland,FIN,1999,7453.752
Finland,FIN,2000,7596.451
Finland,FIN,2001,8222.332
Finland,FIN,2002,8144.454
Finland,FIN,2003,8991.598
Finland,FIN,2004,8637.643
Finland,FIN,2005,7878.03
Finland,FIN,2006,8390.359
Finland,FIN,2007,7731.603
Finland,FIN,2008,7873.102
Finland,FIN,2009,6997.036
Finland,FIN,2010,7696.924
Finland,FIN,2011,6701.259
Finland,FIN,2012,5899.61
Finland,FIN,2013,5461.809
Finland,FIN,2014,4862.607
Finland,FIN,2015,4174.073
Finland,FIN,2016,3651.824
Finland,FIN,2017,3324.795
Finland,FIN,2018,3804.884
Finland,FIN,2019,3680.503
Finland,FIN,2020,3533.139
France,FRA,1965,1026.676
France,FRA,1966,1072.391
France,FRA,1967,1215.267
France,FRA,1968,1442.422
France,FRA,1969,1664.116
France,FRA,1970,1881.835
France,FRA,1971,2213.055
France,FRA,1972,2596.071
France,FRA,1973,3021.124
France,FRA,1974,3131.578
France,FRA,1975,3470.774
France,FRA,1976,3708.816
France,FRA,1977,3854.369
France,FRA,1978,4095.225
France,FRA,1979,4518.818
France,FRA,1980,4672.903
France,FRA,1981,4724.916
France,FRA,1982,4518.585
France,FRA,1983,4788.311
France,FRA,1984,4857.48
France,FRA,1985,5172.248
France,FRA,1986,5174.437
France,FRA,1987,5208.249
France,FRA,1988,5155.538
France,FRA,1989,5019.971
France,FRA,1990,5342.695
France,FRA,1991,5827.546
France,FRA,1992,5791.888
France,FRA,1993,5900.519
France,FRA,1994,5611.507
France,FRA,1995,5950.991
France,FRA,1996,6552.893
France,FRA,1997,6260.141
France,FRA,1998,6648.987
France,FRA,1999,6749.271
France,FRA,2000,7048.431
France,FRA,2001,7353.554
France,FRA,2002,7289.6
France,FRA,2003,7589.321
France,FRA,2004,7692.606
France,FRA,2005,7806.367
France,FRA,2006,7491.691
France,FRA,2007,7234.769
France,FRA,2008,7456.531
France,FRA,2009,7152.07
France,FRA,2010,7882.452
France,FRA,2011,6804.421
France,FRA,2012,6992.035
France,FRA,2013,7065.378
France,FRA,2014,5905.325
France,FRA,2015,6322.696
France,FRA,2016,6885.981
France,FRA,2017,6903.763
France,FRA,2018,6591.488
France,FRA,2019,6703.863
France,FRA,2020,6229.528
Germany,DEU,1965,406.196
Germany,DEU,1966,484.642
Germany,DEU,1967,620.352
Germany,DEU,1968,1013.136
Germany,DEU,1969,1435.157
Germany,DEU,1970,2032.845
Germany,DEU,1971,2678.323
Germany,DEU,1972,3462.842
Germany,DEU,1973,4463.7
Germany,DEU,1974,5585.684
Germany,DEU,1975,5898.646
Germany,DEU,1976,6248.77
Germany,DEU,1977,6643.914
Germany,DEU,1978,7132.469
Germany,DEU,1979,7897.667
Germany,DEU,1980,7801.551
Germany,DEU,1981,7476.062
Germany,DEU,1982,6953.543
Germany,DEU,1983,7243.698
Germany,DEU,1984,7573.177
Germany,DEU,1985,7484.618
Germany,DEU,1986,7451.87
Germany,DEU,1987,8057.572
Germany,DEU,1988,7902.841
Germany,DEU,1989,8051.818
Germany,DEU,1990,8056.316
Germany,DEU,1991,8418.497
Germany,DEU,1992,8274.153
Germany,DEU,1993,8704.793
Germany,DEU,1994,8819.769
Germany,DEU,1995,9580.812
Germany,DEU,1996,10696.895
Germany,DEU,1997,10209.361
Germany,DEU,1998,10302.499
Germany,DEU,1999,10273.893
Germany,DEU,2000,10187.193
Germany,DEU,2001,10735.923
Germany,DEU,2002,10708.617
Germany,DEU,2003,10828.001
Germany,DEU,2004,10878.745
Germany,DEU,2005,11063.491
Germany,DEU,2006,11293.046
Germany,DEU,2007,10905.343
Germany,DEU,2008,11040.507
Germany,DEU,2009,10436.37
Germany,DEU,2010,10896.275
Germany,DEU,2011,10000.638
Germany,DEU,2012,10016.98
Germany,DEU,2013,10468.131
Germany,DEU,2014,9072.407
Germany,DEU,2015,9408.987
Germany,DEU,2016,10327.402
Germany,DEU,2017,10614.594
Germany,DEU,2018,10327.987
Germany,DEU,2019,10619.048
Germany,DEU,2020,10329.615
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,86.099
Greece,GRC,1983,81.536
Greece,GRC,1984,89.195
Greece,GRC,1985,83.39
Greece,GRC,1986,113.703
Greece,GRC,1987,129.26
Greece,GRC,1988,154.361
Greece,GRC,1989,154.839
Greece,GRC,1990,157.1
Greece,GRC,1991,153.852
Greece,GRC,1992,140.736
Greece,GRC,1993,102.669
Greece,GRC,1994,51.973
Greece,GRC,1995,47.485
Greece,GRC,1996,52.921
Greece,GRC,1997,182.35
Greece,GRC,1998,742.487
Greece,GRC,1999,1324.252
Greece,GRC,2000,1768.788
Greece,GRC,2001,1737.382
Greece,GRC,2002,1860.542
Greece,GRC,2003,2096.485
Greece,GRC,2004,2301.27
Greece,GRC,2005,2319.197
Greece,GRC,2006,2744.067
Greece,GRC,2007,3495.193
Greece,GRC,2008,3670.805
Greece,GRC,2009,3105.269
Greece,GRC,2010,3425.503
Greece,GRC,2011,4246.893
Greece,GRC,2012,3920.577
Greece,GRC,2013,3473.484
Greece,GRC,2014,2657.835
Greece,GRC,2015,2881.3
Greece,GRC,2016,3766.118
Greece,GRC,2017,4561.547
Greece,GRC,2018,4486.299
Greece,GRC,2019,4948.201
Greece,GRC,2020,5470.866
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,49.957
Hong Kong,HKG,1996,3115.097
Hong Kong,HKG,1997,4775.721
Hong Kong,HKG,1998,4398.581
Hong Kong,HKG,1999,4771.92
Hong Kong,HKG,2000,4259.093
Hong Kong,HKG,2001,4260.717
Hong Kong,HKG,2002,4025.437
Hong Kong,HKG,2003,2579.689
Hong Kong,HKG,2004,3715.734
Hong Kong,HKG,2005,3710.538
Hong Kong,HKG,2006,4051.239
Hong Kong,HKG,2007,3763.779
Hong Kong,HKG,2008,4327.447
Hong Kong,HKG,2009,4176.771
Hong Kong,HKG,2010,5159.559
Hong Kong,HKG,2011,4085.493
Hong Kong,HKG,2012,3740.575
Hong Kong,HKG,2013,3503.183
Hong Kong,HKG,2014,3345.694
Hong Kong,HKG,2015,4238.301
Hong Kong,HKG,2016,4316.353
Hong Kong,HKG,2017,4264.996
Hong Kong,HKG,2018,4093.141
Hong Kong,HKG,2019,4190.558
Hong Kong,HKG,2020,6594.999
Hungary,HUN,1965,1337.023
Hungary,HUN,1966,1651.243
Hungary,HUN,1967,2110.976
Hungary,HUN,1968,2646.223
Hungary,HUN,1969,3138.244
Hungary,HUN,1970,3506.915
Hungary,HUN,1971,3640.598
Hungary,HUN,1972,3918.996
Hungary,HUN,1973,4641.464
Hungary,HUN,1974,4927.961
Hungary,HUN,1975,5453.074
Hungary,HUN,1976,6516.136
Hungary,HUN,1977,6983.438
Hungary,HUN,1978,7606.736
Hungary,HUN,1979,8003.57
Hungary,HUN,1980,8621.662
Hungary,HUN,1981,8825.308
Hungary,HUN,1982,9243.202
Hungary,HUN,1983,9255.221
Hungary,HUN,1984,9472.358
Hungary,HUN,1985,9716.493
Hungary,HUN,1986,10352.626
Hungary,HUN,1987,10321.818
Hungary,HUN,1988,10248.496
Hungary,HUN,1989,10474.152
Hungary,HUN,1990,9989.171
Hungary,HUN,1991,9918.849
Hungary,HUN,1992,8723.175
Hungary,HUN,1993,9386.752
Hungary,HUN,1994,9480.606
Hungary,HUN,1995,10310.252
Hungary,HUN,1996,11523.09
Hungary,HUN,1997,10953.505
Hungary,HUN,1998,11060.578
Hungary,HUN,1999,11239.277
Hungary,HUN,2000,10988.508
Hungary,HUN,2001,12220.083
Hungary,HUN,2002,12365.814
Hungary,HUN,2003,13630.824
Hungary,HUN,2004,13467.171
Hungary,HUN,2005,13945.412
Hungary,HUN,2006,13250.485
Hungary,HUN,2007,12419.729
Hungary,HUN,2008,12292.257
Hungary,HUN,2009,10686.995
Hungary,HUN,2010,11498.931
Hungary,HUN,2011,11028.577
Hungary,HUN,2012,9873.907
Hungary,HUN,2013,9233.493
Hungary,HUN,2014,8281.107
Hungary,HUN,2015,8908.509
Hungary,HUN,2016,9572.704
Hungary,HUN,2017,10209.999
Hungary,HUN,2018,9912.359
Hungary,HUN,2019,10164.515
Hungary,HUN,2020,10535.859
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Iceland,ISL,2020,0
India,IND,1965,4.753
India,IND,1966,5.226
India,IND,1967,6.839
India,IND,1968,7.44
India,IND,1969,8.737
India,IND,1970,11.399
India,IND,1971,11.809
India,IND,1972,12.659
India,IND,1973,12.335
India,IND,1974,13.64
India,IND,1975,17.061
India,IND,1976,20.254
India,IND,1977,21.141
India,IND,1978,23.078
India,IND,1979,28.051
India,IND,1980,16.211
India,IND,1981,27.652
India,IND,1982,35.418
India,IND,1983,41.175
India,IND,1984,46.086
India,IND,1985,55.113
India,IND,1986,75.314
India,IND,1987,84.883
India,IND,1988,97.323
India,IND,1989,113.294
India,IND,1990,132.75
India,IND,1991,144.858
India,IND,1992,158.744
India,IND,1993,158.152
India,IND,1994,167.691
India,IND,1995,187.545
India,IND,1996,200.859
India,IND,1997,214.334
India,IND,1998,230.93
India,IND,1999,232.39
India,IND,2000,240.046
India,IND,2001,236.537
India,IND,2002,242.88
India,IND,2003,255.747
India,IND,2004,271.499
India,IND,2005,299.106
India,IND,2006,307.83
India,IND,2007,328.009
India,IND,2008,333.045
India,IND,2009,403.277
India,IND,2010,477.7
India,IND,2011,482.176
India,IND,2012,440.038
India,IND,2013,382.712
India,IND,2014,374.356
India,IND,2015,364.896
India,IND,2016,383.468
India,IND,2017,401.408
India,IND,2018,429.455
India,IND,2019,433.618
India,IND,2020,431.889
Indonesia,IDN,1965,50.615
Indonesia,IDN,1966,50.245
Indonesia,IDN,1967,59.731
Indonesia,IDN,1968,59.064
Indonesia,IDN,1969,108.349
Indonesia,IDN,1970,109.552
Indonesia,IDN,1971,107.889
Indonesia,IDN,1972,103.079
Indonesia,IDN,1973,65.379
Indonesia,IDN,1974,89.773
Indonesia,IDN,1975,180.972
Indonesia,IDN,1976,178.048
Indonesia,IDN,1977,369.688
Indonesia,IDN,1978,417.198
Indonesia,IDN,1979,525.791
Indonesia,IDN,1980,483.931
Indonesia,IDN,1981,472.068
Indonesia,IDN,1982,438.281
Indonesia,IDN,1983,574.919
Indonesia,IDN,1984,656.67
Indonesia,IDN,1985,760.409
Indonesia,IDN,1986,803.565
Indonesia,IDN,1987,815.18
Indonesia,IDN,1988,849.237
Indonesia,IDN,1989,933.502
Indonesia,IDN,1990,946.625
Indonesia,IDN,1991,1070.941
Indonesia,IDN,1992,1148.377
Indonesia,IDN,1993,1198.27
Indonesia,IDN,1994,1396.634
Indonesia,IDN,1995,1450.152
Indonesia,IDN,1996,1487.262
Indonesia,IDN,1997,1528.964
Indonesia,IDN,1998,1453.35
Indonesia,IDN,1999,1557.497
Indonesia,IDN,2000,1560.427
Indonesia,IDN,2001,1591.896
Indonesia,IDN,2002,1707.023
Indonesia,IDN,2003,1795.574
Indonesia,IDN,2004,1621.341
Indonesia,IDN,2005,1608.276
Indonesia,IDN,2006,1618.336
Indonesia,IDN,2007,1490.788
Indonesia,IDN,2008,1685.767
Indonesia,IDN,2009,1764.343
Indonesia,IDN,2010,1821.397
Indonesia,IDN,2011,1743.433
Indonesia,IDN,2012,1729.561
Indonesia,IDN,2013,1767.458
Indonesia,IDN,2014,1726.264
Indonesia,IDN,2015,1770.842
Indonesia,IDN,2016,1706.355
Indonesia,IDN,2017,1632.919
Indonesia,IDN,2018,1663.561
Indonesia,IDN,2019,1622.918
Indonesia,IDN,2020,1518.273
Iran,IRN,1965,313.097
Iran,IRN,1966,319.684
Iran,IRN,1967,326.317
